Titolo;"Titolo breve";Immagine;Descrizione;"Locandina dell'evento";Inizio;Termine;Durata;Quando;Dove;Informazioni;Destinatari;Costi;Stato;Materia;Circoscrizione;Argomento;"Tipologia evento";"Manifestazione cui fa parte";Associazione;Progressivo;Sottotitolo;Orario;"Posizione geografica";Fonte
"Solstizio d'Estate 2015: Niccolò Fabi in concerto";"Solstizio d'Estate 2015: Niccolò Fabi in concerto";var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/solstizio-d-estate-2015-niccolo-fabi-in-concerto/58875-1-ita-IT/Solstizio-d-Estate-2015-Niccolo-Fabi-in-concerto.jpg|;"Nell'ambito della rassegna &quot,Solstizio d'Estate 2015&quot, il gruppo arte Mezzocorona organizza l'evento:NICCOLO' FABI IN CONCERTO“Perfetto osservatore del mondo, viaggiatore nell’anima, attento disegnatore delle piccole cose.”Per la data dell’11 luglio Niccolò Fabi sarà il protagonista alle Cantine Rotari del concerto di chiusura del Solstizio d’Estate 2015, accompagnato dal gruppo Gnu Quartet: un quartetto musicale composto da Raffaele Rebaudengo, viola, Francesca Rapetti, flauto, Roberto Izzo, violino, e Stefano Cabrera , violoncello. Un gruppo musicale dal suono originale ed eclettico a cui Niccolò si è già accompagnato in passato. Niccolò Fabi è uno dei cantautori moderni italiani più amati e conosciuti.Gli apre la strada nel mondo della musica il singolo “Dica”, nel 1997 vince il Premio della Critica nella Categoria Nuove Proposte con “Capelli”. Poco dopo esce il suo primo album “Il giardiniere”. Nel 1998 è di nuovo al Festival con “Lasciarsi un giorno a Roma” seguito dall’album “Niccolò Fabi”.Incide nello stesso anno con l’amico Max Gazzè il brano “Vento d’estate” che vince Un disco per l’estate. Da qui si susseguono vari progetti e collaborazioni, che recentemente lo hanno visto impegnato nel grande successo del tour con Max Gazzè e Daniele Silvestri, sold out in gran parte delle date.Un disco e un tour “Il padrone della festa” nati da vent’anni di amicizia e canzoni condivise dai tre. Niccolo’ Fabi è ripartito in solitaria, con le canzoni dell’ultimo album “Ecco”, premio Tenco nel 2013, e tutti i successi di un ventennio.Un giro d’Italia con un tour, in piccole realtà locali e inaspettate, una chicca per veri appassionati.Accompagnamento Gnu QuartetViola Raffaele RebaudengoFlauto Francesca RapettiViolino Roberto IzzoVioloncello Stefano Cabreraconcerto  data    11/07/2015    orario    21.30    costo    Ingresso € 17,00gratuito under 18    Luogo    Mezzocorona, Palarotari  È consigliata la prenotazione.Per ulteriori informazioni dei carattere organizzativo (es. prevendita) si consulti il sito&nbsp,www.solstiziodestate.it";;11/07/2015;;;11.7.2015;"Palarotari Mezzocorona";;;;;;;;Manifestazione;;;;;;;
"Nati per leggere: incontro per i genitori";"Nati per leggere: incontro per i genitori";var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/nati-per-leggere-incontro-per-i-genitori/59738-2-ita-IT/Nati-per-leggere-incontro-per-i-genitori.jpg|;"Nell'ambito delle iniziative legate al progetto Nati per leggere la biblioteca in collaborazione con l'Ufficio per il sistema bibliotecario trentino propone l'incontro con l'esperta Paola Farinati &quot,Entriamo insieme in una storia&quot, rivolto ai genitori e agli educatori.Verranno presentati alcuni libri per bambini e si parlerà dell'importanza della lettura ad alta voce fin dalla primissima infanzia, sperimentando alcune tecniche di lettura.Questo incontro è a partecipazione gratuita e si terrà in biblioteca in data 5 giugno 2015 alle ore 20.15";;05/06/2015;;;"venerdì 5 giugno";"Mezzocorona, biblioteca";;;;;;;;"Evento singolo";;;;;;;
"Concerto di primavera della banda di Mezzocorona";"Concerto di primavera della banda di Mezzocorona";var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/concerto-di-primavera-della-banda-di-mezzocorona/59788-1-ita-IT/Concerto-di-primavera-della-banda-di-Mezzocorona.jpg|;"La banda di Mezzocorona è lieta di presentare il suoConcerto di primaverail giorno domenica 31 maggio 2015h. 11.00presso la Corte di Palazzo Martini";;31/05/2015;;;31.5.2015;"Palazzo Martini -Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"Mostra ""La scòla de 'sti ani a Mezzocorona""  ";"Mostra storico documentaria ""La scòla de 'sti ani a Mezzocorona""  ";var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/mostra-storico-documentaria-la-scola-de-sti-ani-a-mezzocorona/61896-1-ita-IT/Mostra-storico-documentaria-La-scola-de-sti-ani-a-Mezzocorona.jpg|;"L’A.P.S.P. “Cristani - de Luca”presenta la mostra-laboratorio&nbsp,&nbsp,LA SCOLA DE ‘STI ANI A MEZZOCORONAMezzocorona - Palazzo della ViciniaCentro di documentazione sulla storia localeDall’8 al 16 luglio 2015 Inaugurazione mercoledì 8 luglio ore 17.00APERTURA: dal lunedì al venerdì: ore 16.00-18.00Sabato 11 luglio:ore 16.30-21.30Domenica 12 luglio:ore 10.00 - 12.00, 16.30 - 21.30(L’apertura pomeridiana della mostra “La scola de ‘sti ani” nelle giornate di sabato 11 e domenica 12 luglio è stata modificata rispetto alla prima comunicazione, in considerazione delle previsioni metereologiche)Si auspica la partecipazione attiva dei visitatori ai laboratori proposti&nbsp,&nbsp,Per informazioni: Biblioteca di Mezzocorona te. 0461 608182";;08/07/2015;16/07/2015;;"dall'8 al 16 luglio";"presso Palazzo della Vicinia, Centro di documentazione, via Conti Martini 2 Mezzocorona TN";;;;;;;;"Evento singolo";;;;;;;
"""Il Monte di Mezzocorona: immagini per la storia"" mostra fotografica";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni2/il-monte-di-mezzocorona-immagini-per-la-storia-mostra-fotografica/62709-2-ita-IT/Il-Monte-di-Mezzocorona-immagini-per-la-storia-mostra-fotografica.jpg|;"Alcuni amici del Monte in occasione della festa di S. Lorenzo propongono la mostra di foto storiche&nbsp,“IL MONTE DI MEZZOCORONA: IMMAGINI PER LA STORIA”&nbsp,MONTE DI MEZZOCORONACASA DI MIRTIS KERSCHBAUMER(vicino all’Albergo “Ai Spiazzi”)Inaugurazione giovedì 6 agosto ore 16.30Apertura dall’8 al 10 agosto 2015 ore 14.00-20.00Per eventuali visite fuori orario contattare Fausto Pichler, cel. 335251471Per informazioni: biblioteca di Mezzocorona tel. 0461 608182";;06/08/2015;10/08/2015;;"In occasione della festa di S. Lorenzo al Monte organizzata da Pro Loco Mezzocorona";"Monte di Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"Festa di S. Lorenzo al Monte organizzata dalla Pro Loco";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/festa-di-s.-lorenzo-al-monte-organizzata-dalla-pro-loco/62734-2-ita-IT/Festa-di-S.-Lorenzo-al-Monte-organizzata-dalla-Pro-Loco.jpg|;"La Pro Loco di Mezzocorona organizza la tradizionale festa diS. Lorenzo al Montesul Monte di MezzocoronaLunedì 10 agosto 2015S. Lorenzo al Monte: tradizionale festa con grande falò, musica e &quot,patate e sardele&quot, per tutti, in occasione della Notte di San Lorenzo, dalle ore 19.00 in poi, si veda il programma nell'immagine allegata.";;10/08/2015;10/08/2015;;"10 agosto 2015";"Monte di Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"Settembre Rotaliano 2015";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni2/settembre-rotaliano-2015/62786-2-ita-IT/Settembre-Rotaliano-2015.jpg|;"Come ogni anno la Pro Loco di Mezzocorona e le Associazioni del paese stanno preparando un grande Settembre Rotaliano 2015 per i giorni 4, 5 e 6 settembre pp.vv.Per saperne di più si segua il link http://www.settembrerotaliano.it/";;04/09/2015;06/09/2015;"3 giorni di festa";"dal 4 al 6 settembre 2015";"Mezzocorona, centro storico";;;;;;;;Manifestazione;;;;;;;
"Mostra di Alessia Carli: ""Par Avion""";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/mostra-di-alessia-carli-par-avion/62811-1-ita-IT/Mostra-di-Alessia-Carli-Par-Avion.jpg|;"In occasione del settembre rotaliano, la biblioteca organizza:Par avionMostra di pittura di Alessia CarliAlessia Carli, Trento 1976, è capovolta. Dopo gli studi in psicologia sociale e abbondantegirovagare Alessia ha rovesciato il mondo e ora vive, dipinge, immagina, ritaglia, illustra atesta in giù. Ama agghindarsi, colorarsi, catturare ombre e riflessi e contaminarsi con ideee artisti. Ama Frida Kahlo. Sul suo tavolo antico, si possono incontrare: buste, colori diogni sorta, meravigliosi pezzi di carta, timbri, pesci, vecchi pennelli, sassi da ogni dove,albi illustrati per bambini e alcuni oggetti improbabili.Dal 2006 espone in personali e collettive. Fa parte della FIDA (federazione italiana degliartisti di Trento), collabora come atelierista per la coop. la Coccinella, Cles, insegnaarte...in inglese!)info:facebook.com/feeelaT. 340 2980157Info:Giovedì 3 settembre ore 20.30: inaugurazioneorari di apertura:venerdì 4 settembre ore 18.00 - 22.00sabato 5 settembre ore 16.00 - 22.00domenica 6 settembre ore 10.00 - 12.00 e 14.00 - 22.00Per informazioni: Biblioteca di Mezzocorona, tel. 0461 608182/183, &lt,a href=&quot,mailto:mezzocorona@biblio.infotn.it&quot,&gt,mezzocorona@biblio.infotn.it&lt,/a&gt,";;03/09/2015;06/09/2015;"4 giorni";"dirante il Settembre Rotaliano 2015";"Palazzo della Vicinia-centro di documentazione sulla storia locale";;;;;;;;"Evento singolo";;;;;;;
"Concerto di Mezza estate a Malga Kraun";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni2/concerto-di-mezza-estate-a-malga-kraun/62836-1-ita-IT/Concerto-di-Mezza-estate-a-Malga-Kraun.jpg|;"La Banda Musicale Mezzocorona organizza SABATO 25 LUGLIO 2015 ad ore 14,00, presso malga Kraun, il CONCERTO DI MEZZA ESTATE";;25/07/2015;25/07/2015;;"il 25 luglio ";"al Rifugio Malga Kraun - Monte di Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"Incontro con l'autrice Valeria Furlan";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/incontro-con-l-autrice-valeria-furlan/63302-1-ita-IT/Incontro-con-l-autrice-Valeria-Furlan.jpg|;"La biblioteca di Mezzocorona propone:Incontro conVALERIA FURLANAUTRICE DEL ROMANZO“AMAMELIDE”IN BIBLIOTECA – VENERDI’ 28 AGOSTO 2015, ORE 20.30“Vanessa, primavera 2013Vanessa ha fatto qualcosa di terribile che condizionerà per sempre la sua vita.&nbsp,A scuola è considerata una reietta, mentre a&nbsp,casa&nbsp,i suoi genitori la incolpano dei problemi sociali e finanziari. Solo la casa della su adorata zia Nana sembra essere un rifugio sicuro. Ma è proprio lì che Vanessa inizia a soffrire di allucinazioni.&nbsp,La ragazza proverà a dare un senso a tutte quelle stranezze, ma&nbsp,si troverà presto a dover fare i conti con il suo passato, affrontando la sua colpa più grande.Gabriel, autunno 1439Gabriel ha i capelli rossi, due occhi grigi come la tempesta e un cuore grande, buono, ingenuo. Ama la sua famiglia, ed è per questo che decide di&nbsp, diventare un apprendista presso la bottega di erbe medicinali del villaggio. La convivenza con il suo mentore, Maximo Landerneeder, appare fin da subito una sfida.&nbsp,Ma lui non è l’unico problema di Gabriel:&nbsp,&nbsp,la peste&nbsp,imperversa nel villaggio.&nbsp,È allora che il suo Maestro gli confida un segreto molto, molto&nbsp,pericoloso. Gabriel si ritroverà a dover&nbsp,fare una scelta, ma egli non sa che qualunque essa sarà, lo porterà allo stesso risultato…”&nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp,&nbsp,";;28/07/2015;29/08/2015;;;;;;;;;;;"Evento singolo";;;;;;;
"Mostra d'arte di Laura Ballis e Gentile Polo";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/mostra-d-arte-di-laura-ballis-e-gentile-polo/63415-1-ita-IT/Mostra-d-arte-di-Laura-Ballis-e-Gentile-Polo.jpg|;"La cooperativa Dirò e la Associazione culturale Piana Rotaliana presentanoIncontri d'arte presso la &quot,Domus Romana&quot, (c/o loc. Giontech -Mezzocorona)con la mostra pittorica di&nbsp,&nbsp,Laura Ballis e Gentile PoloInaugurazione 31.7.2015 h. 17.30Apertura tutti i giorni di agosto escluse le domeniche dalle ore 17.00 alle ore 20.00";;31/07/2015;31/08/2015;"mese di agosto";;"Presso la Domus Romana in località Giontech a Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"“GH’ERA L’UA SULE PERGOLE”:  racconto fotografico dell’alluvione del 1965 a Mezzocorona";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/gh-era-l-ua-sule-pergole-racconto-fotografico-dell-alluvione-del-1965-a-mezzocorona/64925-1-ita-IT/GH-ERA-L-UA-SULE-PERGOLE-racconto-fotografico-dell-alluvione-del-1965-a-Mezzocorona.jpg|;"In occasione del Settembre Rotaliano la biblioteca propone la mostra“GH’ERA L’UA SULE PERGOLE”:&nbsp, racconto fotografico dell’alluvione del 1965 a Mezzocorona(3.9.1965-3.9.2015)DAL 4 AL 6 SETTEMBRE 2015Presso Palazzo della ViciniaCentro di documentazioneORARI DI APERTURAvenerdì 4 settembre ore 18.00 - 22.00sabato 5 settembre ore 16.00 - 22.00&nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, &nbsp, domenica 6 settembre ore 10.00 - 12.00 e 14.00 - 22.00";;03/09/2015;06/09/2015;;"Stettembre Rotaliano";"Palazzo della Vicinia, Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"“La seconda guerra mondiale e la campagna di Russia”    serata di memoria a cura del cav. Domenico Morandi";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/la-seconda-guerra-mondiale-e-la-campagna-di-russia-serata-di-memoria-a-cura-del-cav.-domenico-morandi/65565-1-ita-IT/La-seconda-guerra-mondiale-e-la-campagna-di-Russia-serata-di-memoria-a-cura-del-cav.-Domenico-Morandi.jpg|;"Il Gruppo Alpini di Mezzocorona presenta:&nbsp,“La seconda guerra mondiale e la campagna di Russia” &nbsp,serata di memoria a cura del cav. Domenico Morandipresso Biblioteca di Mezzocorona,venerdì 18 settembre 2015 h. 20.15 &nbsp,&nbsp,Si prevede la proiezione del documentario autentico “Dalla partenza alla rottura del fronte”e la consegna ai parenti dei dati relativi ai caduti e dispersi sul fronte russo provenienti da MezzocoronaPer informazioni: Biblioteca di Mezzocorona, tel. 0461 608182";;18/09/2015;18/09/2015;;"venerdì 18 settembre 2015";"Biblioteca di Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"Incontro con l'autore Nicola Sordo e performance teatrale";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/incontro-con-l-autore-nicola-sordo-e-performance-teatrale/65736-1-ita-IT/Incontro-con-l-autore-Nicola-Sordo-e-performance-teatrale.jpg|;"La biblioteca di Mezzocorona proponeL'INCONTRO CON NICOLA SORDOAGRONOMO E AUTORE DEL LIBRO“UN MONDO DOVE TUTTO TORNA:&nbsp, la memoria come strumento per la cura e la riprogettazione dei territori”&nbsp,-Raccoltoedizioni-e l'anteprima assoluta della performance teatrale&nbsp,IN BIBLIOTECA – VENERDI’ 2 OTTOBRE 2015 ore 20.30Appuntamento in biblioteca a Mezzocorona venerdì 2 ottobre con Nicola Sordo che presenta il libro con una performance teatrale per noi in anteprima assoluta!Lo spettacolo sarà presentato in data 7.10.2015 al salone della CSR e dell’innovazione sociale di Milano.&nbsp,Ecco i dettagli:&nbsp,INCONTRO CON NICOLA SORDO&nbsp,AGRONOMO, ATTORE E AUTORE DEL LIBRO“UN MONDO DOVE TUTTO TORNA: la memoria come strumento per la cura e la riprogettazione dei territori” RaccoltoedizionI&nbsp,con ANTEPRIMA ASSOLUTA dello spettacolo &quot,Storia di un mondo. Dove tutto torna &quot, performance di Nuicola Sordo&nbsp,IN BIBLIOTECA – VENERDI’ 2 OTTOBRE 2015 ore 20.30“Questo è il racconto di quel tempo in cui non si andava né a metano né a gasolio. Gli uomini della società ciclica della sussistenza avevano come obiettivo l’equilibrio tra il soddisfacimento dei propri bisogni e il mantenimento nel tempo di quel sistema e di quell’ambiente che garantivano loro la vita.Noi siamo qui grazie a quelle persone, come i nostri figli dovranno essere qui grazie a noi. Questo libro, a partire da testimonianze dirette raccolte in dieci anni di lavoro, fornisce gli strumenti per capire e far capire come viviamo oggi e come potremmo vivere domani riattivando il ciclo della trasmissione dei saperi.È un manuale della memoria, uno strumento pratico per costruire mappe territoriali etiche che aiutino a prendersi cura di una convivenza più equilibrata. ”È un libro che nasce dall’esperienza diretta raccolta dall’autore nelle Case di Riposo, dove Nicola ha incontrato e ascoltato decine di anziani dai quali ha raccolto testimonianze ed esperienze di vita.“Questo libro è un invito a un’azione. Procurarsi un registratore e cercare vicino, un anziano. Fare domande, ascoltare e registrare e poi salvare e archiviare. E poi riascoltare per utilizzare il materiale raccolto e plasmarlo per creare progetti. E continuare a raccontare perché il flusso del racconto non si fermi mai. Questo invito nasce da un’esperienza, in questa esperienza mi sono servite le orecchie e un registratore.”L’Autore: Nicola Sordo nasce a Milano nel 1972.Dopo gli studi classici e la laurea in Scienze Agrarie, si trasferisce in Trentino, nel paese natale del nonno, Castello Tesino, dove attualmente vive.Da dieci anni conduce una ricerca sull’agricoltura e l’economia di sussistenza anche attraverso l’utilizzo di fonti orali.è attore, autore di teatro e cantautore, agronomo, consulente in azioni di educazione ambientale e di educazione al territorio.&nbsp,Storia di un mondo. Dove tutto torna&nbsp,&nbsp,Performance di Nicola Sordo&nbsp,Uno spettacolo sull’importanza di quella che oggi definiamo economia circolare caratterizzato da elementi del teatro di oggetti e del teatro di parola. Nella performance verranno utilizzate immagini (fotografie) realizzate per l'evento e inserti audio tratti da interviste ad anziani testimoni. La rappresentazione prevede il coinvolgimento del pubblico.&nbsp,Lo spettacolo sarà presentato in data 7.10.2015 al salone della CSR e dell’innovazione sociale di Milano&nbsp,Non mancate!";;02/10/2015;02/10/2015;;"venerdì 2 ottobre";"in biblioteca (sala mansarda)";;;;;;;;"Evento singolo";;;;;;;
"Festa d'Autunno sul Monte con la Pro Loco Mezzocorona";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/festa-d-autunno-sul-monte-con-la-pro-loco-mezzocorona/65901-1-ita-IT/Festa-d-Autunno-sul-Monte-con-la-Pro-Loco-Mezzocorona.jpg|;"La Pro Loco di Mezzocorona Vi invita sul Monte di Mezzocorona domenica 20 settembre, a partire dalle ore 10:30 per la Festa d'autunno con intrattenimento musicale, mercatino con prodotti tipici, pranzo con piatto tipico&nbsp,";;20/09/2015;20/09/2015;;"domenica 20 settembre";"Monte di Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"Evento ""Alla velocità della luce"" con il Gruppo Caronte";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/evento-alla-velocita-della-luce-con-il-gruppo-caronte/65926-1-ita-IT/Evento-Alla-velocita-della-luce-con-il-Gruppo-Caronte.jpg|;"IL GRUPPO CARONTE presenta “Alla velocità della luce”Conversazione con l’astrofisico Febio Peri, curatore del Planetario di Milano&nbsp,Accompagnamento musicale del maestro Alberto Martinelli, violinista&nbsp,In biblioteca a Mezzocorona sabato 3 ottobre 2015 ore 16.30L’evento è programmato per l’Anno internazionale della Luce dal Gruppo Caronte e sostenuto dal contributo di Fondazione Caritro, con il patrocinio della Società italiana di fisica.Il Comune di Mezzocorona offre l’evento alla cittadinanza in occasione dell’inizio dell’a.s. dell’Università della Terza età e del tempo disponibile";;03/10/2015;03/10/2015;"1 ora";"il 3 ottobre 2015";"in biblioteca a Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"I capitelli di Mezzocorona: mostra di edicole sacre riprodotte in miniatura";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/i-capitelli-di-mezzocorona-mostra-di-edicole-sacre-riprodotte-in-miniatura/66163-1-ita-IT/I-capitelli-di-Mezzocorona-mostra-di-edicole-sacre-riprodotte-in-miniatura.jpg|;"La biblioteca di Mezzocorona organizza la mostraI CAPITELLI DI MEZZOCORONARIPRODOTTI IN MINIATURA DA GIORGIO CONCLIDal 29 ottobre al 15 novembre 2015&nbsp,PALAZZO DELLA VICINIA- CENTRO DI DOCUMENTAZIONEgiovedì 29 ottobre: Inaugurazione ore 18.30venerdì e sabati 15.00 - 20.00domeniche e 2 novembre 10.00 - 12.00 e 14.00 - 20.00UN’OCCASIONE PER SCOPRIRE UNA TRADIZIONE POPOLARE CHE HA VISTO IN DUECENTO ANNI LA REALIZZAZIONE DI UNA SESSANTINADI EDICOLE SACRE NEL NOSTRO PAESE";;29/10/2015;15/11/2015;;;"Palazzo della Vicinia-Mezzocorona";;;;;;;;"Evento singolo";;;;;;;
"Bibliohalloween ai Campetti";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/bibliohalloween-ai-campetti/66210-1-ita-IT/Bibliohalloween-ai-Campetti.jpg|;"Grande evento per i bambini, tornaBIBLIOHALLOWEENLETTURE E LABORATORIDI BIBLIOTECA + FANTARTE &nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp, PER UNA SERATA DA BRIVIDO&nbsp,VENERDI’ 30 OTTOBRE 2015 ORE 17.00-18.30PRESSO IL CENTRO SOTTODOSSI –BAR CAMPETTI&nbsp,SONO INVITATI I BAMBINI DAI 3 A 10 ANNI PREFERIBILMENTE MASCHERATI &nbsp,ISCRIZIONE OBBLIGATORIA AL BAR CAMPETTI ENTRO IL 28-10-2015&nbsp,COSTO EURO 3,00 PER LA MERENDA AL BAR CAMPETTI ";;30/10/2015;;;;"Centro Sottodossi- Bar Campetti";;;;;;;;"Evento singolo";;;;;;;
"Note di solidarietà con gli Alpini e i Fisarmonici";;var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/note-di-solidarieta-con-gli-alpini-e-i-fisarmonici/66305-1-ita-IT/Note-di-solidarieta-con-gli-Alpini-e-i-Fisarmonici.jpg|;"Il Gruppo Alpini Mezzocorona e la Cassa Rurale di Mezzocorona vi invitano al concerto dei Fisarmonici di Mezzocorona &nbsp,NOTE DI SOLIDARIETÀ&nbsp,&nbsp,SABATO 17 OTTOBRE 2015 ORE 20.30PRESSO L’AUDITORIUM DELLA CASSA RURALE  &nbsp,    INSIEME PER RACCOGLIERE FONDI A FAVORE DELLA SEZIONE ANA DI TRENTO PER CONCLUDERE&nbsp, I LAVORI DI COSTRUZIONE DELLA “CASA DELLO SPORT – TINA ZUCCOLI” A ROVERETO SUL SECCHIA (MO) COLPITO DAL TERREMOTO DEL 2012INGRESSO € 10,00    &nbsp,    &nbsp,  ";;17/10/2015;17/10/2015;;;;;;;;;;;"Evento singolo";;;;;;;
"Spettacolo ""Il professor Scatoloni: esperto di rifiuti"" con Nicola Sordo";;"var/mezzocorona/storage/images/aree-tematiche/biblioteca-e-cultura/eventi-e-manifestazioni/spettacolo-il-professor-scatoloni-esperto-di-rifiuti-con-nicola-sordo/67188-1-ita-IT/Spettacolo-Il-professor-Scatoloni-esperto-di-rifiuti-con-Nicola-Sordo.jpg|Testo alternativo immagine (alt)";"La biblioteca nella settimana europea per la riduzione dei rifiuti organizza lo spettacolo a tema:IL PROFESSOR SCATOLONI : esperto di rifiuti con Nicola Sordo-alias Augusto Strambelli a Sceglilibro 2015-IN BIBLIOTECA VENERDì 20 NOVEMBRE ORE 17.30FASCIA D’ETA’. Dai 5 ai 14 anni. Ingresso gratuito.°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°SETTIMANA EUROPEA SULLA RIDUZIONE DEI RIFIUTI 21-29 NOVEMBRE 2015&nbsp,Settimana europea deirifiuti e della raccolta differenziata. 21-29 novembre 2015";;20/11/2015;20/11/2015;;;;;;;;;;;"Evento singolo";;;;;;;
